2.2263	0.29496	0.05388	0.05525	0.03683	0.15015	0.27647	0.20619	0.09692	0.11483	0.06538	0.05116	0.00886	0.00539	0	0
1.00676	6.93257	0.39225	0.04099	0.10246	0.26486	0.35347	0.34031	0.33213	0.23602	0.21512	0.07963	0.04293	0.01958	0.00653	0
0.00764	1.36644	8.06559	0.23617	0.05984	0.18804	0.19581	0.3177	0.3338	0.26108	0.19799	0.11868	0.04169	0.00918	0	0.00308
0.03564	0.04546	1.94539	6.29541	0.19145	0.1656	0.18915	0.27078	0.22943	0.26946	0.16088	0.11407	0.03592	0.01085	0	0
0.03078	0.01867	0.00753	0.60513	0.65834	0.07292	0.04983	0.06197	0.04014	0.04952	0.02804	0.02247	0.0021	0.00476	0.00076	0
0.00149	0.00417	0.00133	0.00648	0.02	0.01145	0.00204	0.00274	0.00331	0.00292	0.00082	0.00151	0.00062	0.00045	1e-04	0.00027
0.00708	0.03363	0.02258	0.0136	0.00878	0.01505	0.01392	0.0098	0.01086	0.0057	0.00499	0.00086	0.00191	2e-04	0	0
0.01212	0.02032	0.01511	0.00725	0.00351	0.00988	0.01402	0.01063	0.01206	0.00582	0.00093	0.00244	2e-04	0.00094	0	0
0.00517	0.01549	0.01248	0.04749	0.00226	0.00662	0.00661	0.00908	0.01988	0.00715	0.00856	0.00271	0.00271	0.00029	0	0
0.04172	0.03352	0.02204	0.0742	0.00158	0.00798	0.01567	0.01376	0.0131	0.00794	0.01048	0.00544	0.00159	0.00098	0	0
0.01372	0.07444	0.09448	0.09535	0.00211	0.00541	0.01537	0.01541	0.01959	0.02698	0.01462	0.00875	0.00291	0	0	0
0.04072	0.06913	0.0607	0.0652	0.00228	0.01963	0.00776	0.0132	0.01695	0.01237	0.01148	0.01415	0.00505	0	0.00052	0.00051
0.01706	0.01336	0.00689	0.03087	0.00415	0.00055	0.00509	0.01434	0.0032	0.00511	0.0042	0.00232	0.00874	0.00506	0	0
0.00027	0.00332	0.00129	0	0.00028	0.00028	0.00179	0.00079	8e-04	0.00129	3e-04	0.00232	0.00129	0.00283	0.00182	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
