0.8044	0.35252	0.18479	0.14401	0.25114	0.40797	0.5081	0.45077	0.33415	0.24757	0.30579	0.27899	0.2128	0.17976	0.12682	0.06222
0.37566	1.43247	0.53777	0.15738	0.13749	0.29026	0.3819	0.43858	0.40615	0.20412	0.16703	0.18914	0.20183	0.14786	0.07887	0.06073
0.12567	0.67637	2.45076	0.40413	0.27574	0.24805	0.30858	0.38148	0.48226	0.32047	0.21515	0.1462	0.11789	0.11971	0.0956	0.08579
0.07937	0.25294	1.20563	3.81447	0.95263	0.47396	0.32348	0.40041	0.44891	0.41761	0.19267	0.10456	0.08805	0.0787	0.05279	0.03655
0.11374	0.14666	0.22398	1.52164	2.53847	1.06738	0.68164	0.4681	0.39853	0.48615	0.30172	0.21837	0.10094	0.07615	0.09381	0.07707
0.18769	0.09877	0.09109	0.37569	1.08271	1.46969	0.9006	0.62347	0.45638	0.43221	0.37337	0.21878	0.09903	0.07247	0.05108	0.02685
0.19091	0.13737	0.21375	0.17976	0.49097	0.76782	1.03778	0.76602	0.52773	0.42176	0.43719	0.34482	0.18133	0.12995	0.07369	0.07142
0.17665	0.2108	0.16266	0.12702	0.31213	0.58275	0.78596	0.98997	0.75568	0.50733	0.35344	0.30612	0.30202	0.20768	0.13779	0.05687
0.1219	0.16015	0.25702	0.17412	0.32243	0.41184	0.61259	0.68435	0.8126	0.51764	0.36298	0.18659	0.20306	0.14178	0.12148	0.0535
0.03306	0.05502	0.07342	0.14768	0.20942	0.27652	0.36546	0.42207	0.4433	0.47528	0.37797	0.18911	0.15451	0.10063	0.10102	0.08136
0.04572	0.08687	0.10102	0.15839	0.29841	0.40294	0.31823	0.31913	0.39534	0.46196	0.37087	0.32113	0.2242	0.12182	0.09043	0.06359
0.06192	0.05579	0.06148	0.07695	0.1988	0.35646	0.39808	0.34148	0.36537	0.26936	0.40397	0.41221	0.30661	0.17024	0.10627	0.06019
0.04351	0.04817	0.04246	0.07115	0.15471	0.25326	0.28169	0.34905	0.32952	0.27913	0.25815	0.34966	0.34936	0.25338	0.20016	0.08761
0.03715	0.04974	0.03237	0.03594	0.10825	0.17985	0.24535	0.22733	0.23689	0.19703	0.22254	0.26338	0.28694	0.24865	0.14838	0.09235
0.01265	0.02715	0.04007	0.07887	0.07544	0.11703	0.1299	0.18692	0.23961	0.18892	0.15789	0.17234	0.32583	0.29207	0.30322	0.1153
0.01744	0.01796	0.02717	0.01583	0.03575	0.05078	0.1039	0.08622	0.09004	0.11681	0.08706	0.09183	0.09983	0.13239	0.12987	0.0919
