0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.1751	0.26287	0.16303	0.15456	0.14421	0.15821	0.12521	0.07545	0.03814	0.01565	0.0045	0.00011	0
0	0	0	0.17717	0.6425	0.66404	0.5636	0.6233	0.46346	0.37259	0.29192	0.14287	0.08075	0.01057	0.00097	0.00027
0	0	0	0.16794	0.65939	1.19747	0.87137	0.85394	0.77692	0.54677	0.46119	0.22698	0.11615	0.01901	0.00082	0.00024
0	0	0	0.09229	0.46463	0.82613	1.09942	0.96779	0.85413	0.69999	0.43326	0.26929	0.1106	0.0198	0.00034	0.00029
0	0	0	0.18477	0.38687	0.77886	0.84813	1.17636	1.12706	0.78291	0.58494	0.24794	0.07868	0.01494	0.00076	5e-04
0	0	0	0.11365	0.44844	0.75862	0.90992	0.97741	1.17928	0.95115	0.70149	0.25925	0.11361	0.01705	0.00084	0.00105
0	0	0	0.1426	0.3068	0.57244	0.74637	0.82365	0.83917	0.82213	0.5434	0.29454	0.09084	0.01859	0.00085	0.00048
0	0	0	0.1074	0.25713	0.58073	0.68839	0.71953	0.95953	0.92905	0.72426	0.37429	0.10931	0.01224	0.00084	0.00072
0	0	0	0.07919	0.1901	0.37709	0.53317	0.50461	0.63529	0.50306	0.47857	0.319	0.11315	0.01167	0.00039	0.00039
0	0	0	0.01945	0.13687	0.26308	0.29471	0.34959	0.37226	0.36488	0.28607	0.23523	0.0703	0.01241	0.00035	0.00062
0	0	0	0.01227	0.03377	0.09337	0.08756	0.03543	0.07857	0.06801	0.07992	0.04588	0.02849	0.00302	0.00036	0.00017
0	0	0	0.00096	0.00123	0.00172	0.00296	0.00335	0.0029	0.00242	0.00151	0.00266	0.00109	0.00025	2e-05	3e-05
0	0	0	0	0.00342	0.00381	0.00389	0.00701	0.00226	0.00081	0.00076	0	0	0.00015	0	0
