0.33412	0.49591	0.31961	0.17819	0.29173	0.40175	0.42076	0.33247	0.16925	0.08676	0.09702	0.08658	0.05482	0.02515	0.00989	0.00763
0.33973	0.49647	0.45886	0.21132	0.08895	0.27795	0.43128	0.39453	0.27778	0.12644	0.07406	0.07816	0.05631	0.02773	0.01415	0.00823
0.24797	0.51735	0.80936	0.40323	0.10859	0.09222	0.2091	0.34601	0.34449	0.17928	0.0793	0.038	0.02899	0.02777	0.01955	0.00812
0.16283	0.25507	0.49381	0.73692	0.26408	0.10687	0.06504	0.22095	0.31589	0.30799	0.17387	0.06208	0.03423	0.02071	0.0115	0.00694
0.30698	0.16669	0.1698	0.4771	0.66469	0.32999	0.09061	0.04741	0.14709	0.30549	0.20342	0.10716	0.03105	0.01112	0.00809	0.00677
0.62145	0.28157	0.11269	0.18401	0.35623	0.55237	0.23299	0.06468	0.03613	0.09583	0.19194	0.11196	0.0593	0.0206	0.00416	0.00668
0.66846	0.79721	0.47776	0.11161	0.14682	0.32094	0.47038	0.23548	0.09885	0.04288	0.07704	0.09564	0.08622	0.02281	0.01367	0.00586
0.701	1.0326	0.90756	0.41928	0.09258	0.1102	0.23263	0.4873	0.19543	0.06837	0.05561	0.05271	0.08271	0.04923	0.02375	0.00709
0.48565	0.81178	0.91138	0.66305	0.22563	0.09488	0.15672	0.23306	0.39962	0.17444	0.07116	0.01955	0.05752	0.05694	0.02371	0.01424
0.29361	0.53287	0.64729	0.75629	0.44854	0.17014	0.0739	0.14062	0.17732	0.34614	0.17489	0.04836	0.02913	0.0221	0.02057	0.02482
0.48573	0.39788	0.54914	0.57944	0.51244	0.3596	0.1924	0.09418	0.12467	0.18961	0.30359	0.16655	0.04722	0.01877	0.01923	0.02828
0.77239	0.74139	0.43548	0.52393	0.42345	0.51008	0.41671	0.16686	0.08105	0.17075	0.25931	0.29962	0.15062	0.06388	0.01393	0.02199
0.90025	0.82609	0.49969	0.44081	0.28882	0.37054	0.44827	0.35956	0.18223	0.09163	0.16443	0.21579	0.25252	0.11876	0.03429	0.00683
0.59804	0.84101	0.6718	0.33781	0.26699	0.27184	0.44841	0.48097	0.37963	0.12895	0.14176	0.15899	0.1538	0.21508	0.08029	0.01677
0.30882	0.82578	0.61859	0.49301	0.10254	0.24016	0.20341	0.40256	0.37399	0.2889	0.20284	0.09777	0.15385	0.12798	0.1397	0.08707
0.23729	0.30989	0.42817	0.35085	0.09859	0.07604	0.10375	0.21127	0.21552	0.19835	0.22253	0.09057	0.03993	0.07037	0.05331	0.03876
