"vax.window.days","first.dose.rel.effic","reff0","POP.S1","POP.S2","POP.S3","POP.E1","POP.E2","POP.E3","POP.A1","POP.A2","POP.A3","POP.I1","POP.I2","POP.I3","POP.H1","POP.H2","POP.H3","POP.R1","POP.R2","POP.R3","POP.D1","POP.D2","POP.D3","POP.Sv1","POP.Sv2","POP.Sv3","POP.Ev1","POP.Ev2","POP.Ev3","POP.Av1","POP.Av2","POP.Av3","POP.Iv1","POP.Iv2","POP.Iv3","POP.Hv1","POP.Hv2","POP.Hv3","POP.Rv1","POP.Rv2","POP.Rv3","POP.Dv1","POP.Dv2","POP.Dv3","POP.Sw1","POP.Sw2","POP.Sw3","POP.Ew1","POP.Ew2","POP.Ew3","POP.Aw1","POP.Aw2","POP.Aw3","POP.Iw1","POP.Iw2","POP.Iw3","POP.Hw1","POP.Hw2","POP.Hw3","POP.Rw1","POP.Rw2","POP.Rw3","POP.Dw1","POP.Dw2","POP.Dw3","VAX"
21,0.1,0.9,7134975.33859727,9509588.47603353,0.00000295802853266364,322.665468437626,512.64615321913,0.0000000000662767990091449,414.338904818835,442.913207531871,0.000000286901021837781,204.077371030173,563.707718676926,0.00000063858614538086,0.568791372875051,13.0038378834309,0.0000000204334811518373,5029268.48447453,6148037.25762491,99.9659917709679,73.5263924601474,6917.53514603879,12989.05900262,0,1312593.15414793,485743.59162917,0,64.2082041570318,10.7750882774741,0,56.5817100423439,6.51987319839349,0,64.2702935815489,12.2689850453589,0,1.44081778561718,1.72563116504145,0,866698.676492401,237736.978775328,0,26.8268158207719,3106.07047440699,0,5490657.96724412,4979350.83381838,0,278.80823508491,110.455280776593,0,357.007024506038,135.52915473201,0,139.428423365984,71.7330583491968,0,1.40823035815927,4.22090278031451,0,3514076.86865725,1554320.34756548,0,1.81398144209099,279.924764733526,116564.400797114
21,0.2,0.9,7134908.85493813,9509176.60385746,0.00000295212684614146,323.181422296709,513.497514543477,0.0000000000662554497688146,414.949694417159,443.591093296091,0.000000286604368790223,204.378207698003,564.570482376842,0.000000637925853113718,0.569635546609616,13.0238924563259,0.00000002041052544861,5029333.53676601,6147959.66036473,99.9978944720793,73.5293360179932,6917.8163415555,12988.9380443657,0,1311761.98392702,487359.31494653,0,64.2708593081461,10.8292061534916,0,60.0979822674519,7.30001888020639,0,60.9895981436797,11.7404845214595,0,1.32004211289707,1.58739502792524,0,866208.291891792,238580.89680619,0,24.0322578887649,2781.26772831343,0,5491709.94387271,4977699.13689705,0,279.340539234488,110.605314129171,0,357.652397395422,135.696154682694,0,139.680472536654,71.8214483139275,0,1.41078876246998,4.22614690056058,0,3514834.40541133,1553836.71410254,0,1.81641306773425,279.927407897276,116401.504540888
21,0.3,0.9,7134842.2183859,9509479.85184945,0.00000293898578210494,323.699497829689,514.389004523252,0.0000000000660727973506792,415.562938588762,444.302556530551,0.000000286277566393471,204.680253334763,565.475981038883,0.000000637198454230635,0.570483122030545,13.0449282629066,0.0000000203847768887144,5029398.73615498,6148343.85014385,99.9898137266862,73.5322862368886,6918.10299695411,12988.8035655849,0,1309357.92976026,489005.469389877,0,64.2532335282491,10.8841997018222,0,63.5393267768157,8.08809427310375,0,57.6299383593732,11.2071341810601,0,1.19754801551445,1.44784097154858,0,864710.281758575,239476.867848481,0,21.2231011808714,2455.94781161053,0,5493619.23487367,4976016.93184039,0,279.919023869722,110.755329737512,0,358.36152959177,135.863058219092,0,139.95742278499,71.9097872483712,0,1.41359550803246,4.23138822843658,0,3516138.22214658,1553301.65633088,0,1.81928091225069,279.946562997878,116093.771091442
21,0.4,0.9,7134776.37344336,9509814.88699082,0.0000029513358758962,324.206173606111,515.263582242823,0.0000000000664592064528824,416.162627312256,445.002952578255,0.000000286996896870896,204.975622407529,566.367394190507,0.000000638799544648112,0.57131196839314,13.0656282916233,0.0000000204404815979642,5029463.17561935,6148732.8794137,99.9913482261515,73.5352020371553,6918.48822828046,12989.8199224084,0,1311438.12653385,485324.941024626,0,64.4680579506228,10.8201703386334,0,67.2157229015579,8.78693763653163,0,54.4659356480022,10.5519020036755,0,1.07899029000709,1.29261433288183,0,866060.148881314,238596.246672916,0,18.3990535363047,2128.03779064096,0,5491014.9400642,4979661.7050525,0,280.249959780725,111.020026631243,0,358.736151716507,136.170986732914,0,140.103730752691,72.0727680777955,0,1.41508845871991,4.24102083560013,0,3514586.87964599,1554544.20411202,0,1.81799320503172,280.097646247839,116088.29363636
21,0.5,0.9,7134709.8431473,9510354.04622673,0.00000294533905629941,324.723329200784,516.158466748233,0.0000000000664354064955075,416.774728920205,445.704249780008,0.000000286781446135137,205.277105289056,567.259954265464,0.00000063831999301049,0.572157969141921,13.0863795680826,0.0000000204237443228157,5029528.27138368,6149269.06659753,99.9835871958157,73.5381475660634,6918.77821117368,12989.8689894568,0,1309073.66271102,486835.526453217,0,64.4672782069623,10.8721530872738,0,70.7165499914784,9.57895677014252,0,51.1384174219672,10.0105860302943,0,0.956965115780275,1.1514413284328,0,864574.264204303,239438.643013636,0,15.593266482617,1802.82423767748,0,5492649.04264732,4978115.11964373,0,280.805693300163,111.172719996561,0,359.392629201493,136.341186436324,0,140.36011680233,72.1628516120716,0,1.41769200089653,4.24636477749856,0,3515726.2616959,1554062.41047702,0,1.82004740609643,280.087334174212,116419.493984281
21,0.6,0.9,7134643.85207696,9510068.74966758,0.00000294860965669112,325.234387093952,517.007003574695,0.0000000000666199129257794,417.379389450454,446.381762992395,0.000000287278380969568,205.574923162164,568.122243808502,0.000000639426073770961,0.572993709624542,13.1064019455449,0.0000000204618574411351,5029592.84516024,6149260.04027869,99.9988140365208,73.5410694615656,6919.14492700494,12990.5612062649,0,1311363.48698622,484197.453875693,0,64.6964598752979,10.8312413921511,0,74.445041137012,10.2897203824929,0,47.9538755900284,9.38329401396661,0,0.837429998657863,1.00031502139993,0,866074.370403124,238922.908787106,0,12.7675432792428,1475.77021187501,0,5490454.98450223,4980717.38889499,0,281.16096639128,111.416018224207,0,359.798656739623,136.622621026877,0,140.518690095287,72.3118097011674,0,1.41930720269773,4.25517283391045,0,3514423.18798868,1554939.58559048,0,1.81986349291128,280.222423065147,116144.602223195
21,0.7,0.9,7134577.23224167,9509366.32882833,0.0000029422560830317,325.753832759636,517.849866512482,0.0000000000665879021720397,417.994092228703,447.05538762625,0.000000287024166585571,205.877687217122,568.979584251591,0.000000638860241755001,0.573843317018342,13.1263234341925,0.0000000204421558961511,5029658.02428413,6148994.64072588,99.9559751300498,73.5440187710949,6919.43027448477,12991.1546407758,0,1311361.35161278,485934.528317129,0,64.8015788502034,10.8884530754762,0,78.0430587507794,11.0946242821302,0,44.6587456317452,8.84025570534519,0,0.715641026688183,0.858062518636642,0,866114.537871579,239809.668591714,0,9.95678519007947,1150.09599091827,0,5490968.06029484,4978944.27894787,0,281.669399587977,111.564414519804,0,360.415825012074,136.787443323857,0,140.75972400575,72.3990470743352,0,1.42175334556701,4.26034955436799,0,3514838.37475516,1554413.41325603,0,1.82196341712779,280.211626457882,116549.265228395
21,0.8,0.9,7134510.15308851,9507609.85714867,0.00000292774150809829,326.277747076645,518.644931798762,0.0000000000663722331242089,418.614075701695,447.691592685039,0.000000286521211476302,206.183052211283,569.789299780958,0.000000637740761027888,0.574700221609282,13.1451341923736,0.0000000204028431384573,5029723.65034806,6148053.33960465,99.995410766556,73.5469883097921,6919.68715876141,12990.7665921126,0,1312254.64677335,488731.601326115,0,64.9537664034262,10.9697463550672,0,81.7022137576918,11.9334147644529,0,41.3804318160754,8.3093745119031,0,0.593893022695763,0.715864802408328,0,866742.415002171,241070.055367414,0,7.14335770089714,824.503107205697,0,5491638.39134281,4976110.95613535,0,282.191102364057,111.690496123608,0,361.054795243265,136.924767663186,0,141.009272630279,72.4717302904694,0,1.42428310014872,4.26467015706894,0,3515343.11390469,1553514.65208453,0,1.82499037240984,280.189907955963,116408.939812025
21,0.9,0.9,7134443.96661755,9508893.97340582,0.00000293639027241353,326.791996276345,519.577940965935,0.0000000000666773881019518,419.222405938488,448.429040853747,0.000000286808377501436,206.482677551793,570.727870177495,0.000000638379937019332,0.575541046320224,13.1669463511559,0.0000000204255061639697,5029788.41084293,6149061.29957046,99.9971917276435,73.5499186632604,6920.03955539004,12990.7087222137,0,1310756.20420847,486860.470063141,0,64.9915330091524,10.945963480057,0,85.268348316563,12.661699131531,0,38.0408357519518,7.69593785840534,0,0.471041110348205,0.566066432245802,0,865802.087768801,240773.884116187,0,4.31487782782881,498.096714637715,0,5491662.59488314,4977946.19858655,0,282.662455677443,111.917932643563,0,361.603236537945,137.186595348778,0,141.223465348565,72.610310809806,0,1.42646212562274,4.27286793985241,0,3515464.07114179,1554172.50692203,0,1.82541220023515,280.280305948182,116063.722087981
21,0.1,1,6550131.12960408,8617729.76245788,0.0000000100146431930461,765.929839809769,1194.18559820773,0.00000000000178223849407275,975.419825607568,1022.98795299974,0.000000514781439696258,480.430660373877,1301.98466745421,0.0000011458038496465,1.33994016628546,30.0565187408246,0.0000000368289276158798,5612804.84390166,7031114.44673287,99.996724652235,99.9062281673366,9721.63769894085,15746.3137443704,0,1175738.31702485,442528.18511209,0,147.757948372594,25.3029632660314,0,129.157382503579,15.1829304244475,0,146.707882909817,28.5709768662633,0,3.2909039124654,4.02127972124027,0,1000512.97952769,284483.092081016,0,55.2605569975506,4632.98466178809,0,5004060.1950268,4800956.82047655,0,653.456505837805,274.510049657981,0,830.673795611664,334.018421526603,0,324.418091811561,176.789731836314,0,3.2784355889661,10.409811831696,0,4006369.49696463,1724146.28641964,0,3.94832544494805,517.514613088377,116485.737845866
