"time" "POP.S1" "POP.S2" "POP.S3" "POP.E1" "POP.E2" "POP.E3" "POP.A1" "POP.A2" "POP.A3" "POP.I1" "POP.I2" "POP.I3" "POP.H1" "POP.H2" "POP.H3" "POP.R1" "POP.R2" "POP.R3" "POP.D1" "POP.D2" "POP.D3" "POP.Sv1" "POP.Sv2" "POP.Sv3" "POP.Ev1" "POP.Ev2" "POP.Ev3" "POP.Av1" "POP.Av2" "POP.Av3" "POP.Iv1" "POP.Iv2" "POP.Iv3" "POP.Hv1" "POP.Hv2" "POP.Hv3" "POP.Rv1" "POP.Rv2" "POP.Rv3" "POP.Dv1" "POP.Dv2" "POP.Dv3" "POP.Sw1" "POP.Sw2" "POP.Sw3" "POP.Ew1" "POP.Ew2" "POP.Ew3" "POP.Aw1" "POP.Aw2" "POP.Aw3" "POP.Iw1" "POP.Iw2" "POP.Iw3" "POP.Hw1" "POP.Hw2" "POP.Hw3" "POP.Rw1" "POP.Rw2" "POP.Rw3" "POP.Dw1" "POP.Dw2" "POP.Dw3" "VAX"
"1" 0 8375588.98984994 19390389.8031044 5889017.29389153 138939.689572335 213210.830653627 37818.0125673964 181892.279260003 180937.564618909 20670.2366761431 89588.734560897 230284.173151339 46007.9461501251 249.306756825015 5319.36694017483 6688.08571898084 3379000 6830952.26153157 1272778.42499583 0 0 0 0 0 500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1311586.93009301
"2" 1 8354874.7460919 19344879.1667699 5880617.14161357 135958.696154991 221244.782216096 37482.626515817 177771.922034054 177304.9625324 20213.2132617105 87559.3048824443 225660.861404873 44990.7004857429 243.660288024665 5213.78854521229 6540.55415681912 3408849.34431509 6876704.6550556 1280070.95524785 1.32623349345931 85.7834759476933 332.221729250421 0 0 2743.93493452303 0 0 0.330826291758829 0 0 0.0113139652281353 0 0 0.00943798677808424 0 0 0.00115815713881349 0 0 988.299301648561 0 0 0.0000166654126923605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418153.25394485
"3" 2 8334462.83853091 19299609.5590533 5785074.06461402 133172.345107355 227785.472997499 37116.4244851816 173770.232800971 174567.613942083 19788.551937451 85588.3236183884 222176.963199015 44045.4865704555 238.179325165284 5136.44096489734 6404.06504558981 3438024.45809426 6921647.86399764 1268138.33579431 2.62252294945288 170.085845599372 657.317276869693 0 0 92195.6298349983 0 0 24.4692271235207 0 0 0.763502035422722 0 0 0.636905096494425 0 0 0.0781855850331192 0 0 20534.1756617842 0 0 0.00095950944854815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418428.99749904
"4" 3 8314335.31806011 19254550.6764713 5689546.70461988 130566.265922181 233097.099244182 36689.1724182192 169895.191802724 172535.499152467 19390.3736044663 83679.7213356698 219590.635284958 43159.2186680058 232.875739547866 5081.09569098888 6276.50889745144 3466545.73734714 6965985.67960112 1255887.56724038 3.88979262363786 253.314554931527 975.789434377643 0 0 181713.135449578 0 0 88.9997083823619 0 0 5.25573845775849 0 0 4.38427987652291 0 0 0.537231568400395 0 0 40242.3404253784 0 0 0.0122839747720723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418428.99749904
"5" 4 8294476.462439 19209680.683007 5594256.57172768 128126.323786306 237394.264774946 36214.498989717 166152.380308089 171055.436596839 19013.4383151655 81836.247017417 217706.919305067 42320.2336692395 227.757748842092 5042.7612459994 6156.02078131784 3494434.69967974 7009878.14908317 1243377.62234947 5.12902060760309 335.78598699149 1288.03820911464 0 0 271071.122228333 0 0 187.061661628949 0 0 16.1949863085065 0 0 13.5096814926425 0 0 1.65232382864433 0 0 60063.9783957296 0 0 0.056680978686865 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418428.99749904
"6" 5 8274872.42869979 19164984.4698118 5499199.72688199 125838.900203329 240851.429012978 35703.0657508764 162545.275655041 170004.049158056 18653.6072613075 80059.6133823337 216368.789837526 41519.3193880716 222.830390830744 5017.44349317246 6041.13830684545 3521713.61044824 7053450.07508373 1230616.27516146 6.34122044287031 417.743602735594 1594.38045007301 0 0 360270.543825658 0 0 312.925622787815 0 0 35.4753067080359 0 0 29.5931151375925 0 0 3.61273945705496 0 0 80000.1694476517 0 0 0.166741983480609 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418428.99749904
"7" 6 8255510.97768284 19120452.2768082 5404373.02206145 123691.063576169 243610.523876416 35163.1957685324 159075.539005842 169282.074539482 18307.6066356791 78350.6386148179 215449.913050249 40749.1889632859 218.095979280864 5001.95214648103 5930.71417552075 3548405.1577158 7096797.88702517 1217609.80698009 7.52742525632344 499.372553992428 1895.06777497443 0 0 449312.235958643 0 0 461.803168543355 0 0 64.350451052381 0 0 53.6804465940743 0 0 6.54142039068339 0 0 100052.404473117 0 0 0.381722127522369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418428.99749904
"8" 7 8236381.2479671 19076078.5808326 5309773.93455811 121670.667433565 245787.126039103 34601.3820104778 155743.287527154 168809.75396378 17972.842195842 76709.380423822 214848.777772083 40004.0681133258 213.554530524062 4993.74430638876 5823.8476298007 3574532.17344358 7139995.20561582 1204363.31639555 8.68867425740375 580.81147025559 2190.30061533878 0 0 538196.946523547 0 0 629.684128429491 0 0 103.573344425438 0 0 86.3997577806201 0 0 10.5097936251491 0 0 120222.44992061 0 0 0.745013134217931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418428.99749904
"9" 8 8217473.56971715 19031861.2007563 5215400.43456955 119766.396628611 247475.449204816 34022.6872665898 152547.345425567 168523.102360658 17647.2540371902 75135.2596872194 214483.948459019 39279.3718892299 209.204153266237 4990.79822032992 5719.83087289357 3600117.39838674 7183097.33905789 1190880.96284448 9.82600144474928 662.161940933343 2480.23919743034 0 0 626925.359010281 0 0 813.20300196501 0 0 153.5083787008 0 0 128.055020436199 0 0 15.5496476750929 0 0 140512.242072715 0 0 1.30219086189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418428.99749904
"10" 9 8198779.31040393 18987800.576956 5121250.87928699 117967.777120661 248752.385293789 33431.0586754278 149485.47137765 168370.889521833 17329.2028322774 73627.172469589 214290.223027788 38571.4514653916 205.041398798227 4991.51138574048 5618.10719072804 3625183.28680306 7226144.91767115 1177166.1582495 10.9404263080344 743.496143733786 2765.0121359678 0 0 715498.110690398 0 0 1009.52910532381 0 0 214.22167851849 0 0 178.701395016551 0 0 21.6626316102715 0 0 160923.80514138 0 0 2.09952147155914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418428.99749904
