"time" "POP.S1" "POP.S2" "POP.S3" "POP.E1" "POP.E2" "POP.E3" "POP.A1" "POP.A2" "POP.A3" "POP.I1" "POP.I2" "POP.I3" "POP.H1" "POP.H2" "POP.H3" "POP.R1" "POP.R2" "POP.R3" "POP.D1" "POP.D2" "POP.D3" "POP.Sv1" "POP.Sv2" "POP.Sv3" "POP.Ev1" "POP.Ev2" "POP.Ev3" "POP.Av1" "POP.Av2" "POP.Av3" "POP.Iv1" "POP.Iv2" "POP.Iv3" "POP.Hv1" "POP.Hv2" "POP.Hv3" "POP.Rv1" "POP.Rv2" "POP.Rv3" "POP.Dv1" "POP.Dv2" "POP.Dv3" "POP.Sw1" "POP.Sw2" "POP.Sw3" "POP.Ew1" "POP.Ew2" "POP.Ew3" "POP.Aw1" "POP.Aw2" "POP.Aw3" "POP.Iw1" "POP.Iw2" "POP.Iw3" "POP.Hw1" "POP.Hw2" "POP.Hw3" "POP.Rw1" "POP.Rw2" "POP.Rw3" "POP.Dw1" "POP.Dw2" "POP.Dw3" "VAX"
"1" 0 8375588.98984994 19390389.8031044 5889017.29389153 138939.689572335 213210.830653627 37818.0125673964 181892.279260003 180937.564618909 20670.2366761431 89588.734560897 230284.173151339 46007.9461501251 249.306756825015 5319.36694017483 6688.08571898084 3379000 6830952.26153157 1272778.42499583 0 0 0 0 0 500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1311586.93009301
"2" 1 8352733.69919456 19340150.6164999 5879978.35341818 137926.773837321 225592.526844891 38070.2379914805 177883.484103146 177464.187030373 20227.0805863276 87614.2533642362 225863.51076593 45021.5664663422 243.826529036526 5218.87769057717 6545.43227738345 3408855.6364341 6876718.46954558 1280072.77459439 1.32653760557812 85.8116227130897 332.304917867013 0 0 2743.53499997752 0 0 0.407507079869506 0 0 0.0125370297531239 0 0 0.0127136164715055 0 0 0.00168758868748135 0 0 988.280277107892 0 0 0.0000256331820401204 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418153.59118606
"3" 2 8330068.25695565 19289811.6930463 5783757.9856222 136900.23121771 236105.650122281 38234.0816470448 174184.60935166 175163.127586212 19840.2804502272 85792.4195314146 222934.889655179 44160.6242279252 238.795213803151 5155.42628213979 6422.21510095233 3438072.06291037 6921752.91382828 1268148.79909452 2.62481939792046 170.299479576126 657.947813812099 0 0 92188.4681514501 0 0 30.3720499274546 0 0 0.852811293235349 0 0 0.864823320855659 0 0 0.11483894232367 0 0 20537.3918816591 0 0 0.00148672676735657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418426.68573185
"4" 3 8307568.7975307 19239327.5553549 5687522.84646759 135884.087947006 245087.715137004 38284.9826294231 170762.986043968 173791.401469435 19498.9113634997 84107.1423798649 221189.056415645 43400.8027123059 234.162314865861 5121.03521687966 6314.49644283725 3466697.92666307 6966323.23663832 1255923.17759359 3.8971205274859 253.999767830792 977.805906356535 0 0 181682.58061233 0 0 111.053251065018 0 0 5.89458835554579 0 0 5.97761488052126 0 0 0.792323873850429 0 0 40250.6593905941 0 0 0.0191033045309813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418426.68573185
"5" 4 8285215.13805706 19188665.135139 5591492.52977119 134895.191745138 252811.42266099 38244.9381314732 167591.587997812 173153.053827786 19193.5761840797 82545.1105063849 220376.613962637 42721.1857000484 229.886287568869 5109.30784151676 6218.91410477131 3494776.93993649 7010641.1345418 1243460.39830652 5.14546954339893 337.332026263343 1292.57007642706 0 0 271001.478434644 0 0 234.699761753691 0 0 18.2384614509341 0 0 18.4953540418723 0 0 2.44696441925206 0 0 60080.4403134893 0 0 0.0884356882476015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418426.68573185
"6" 5 8262990.16217104 19137801.3296458 5495663.90480957 133944.912710363 259497.161596016 38131.2348811612 164647.752957393 173090.091274029 18916.7557202609 81095.1619043877 220296.47980331 42105.036925742 225.932514238797 5115.11933369693 6132.79577812662 3522348.7060517 7054873.19605557 1230772.69300302 6.37169087971335 420.622291610871 1602.78031554668 0 0 360144.745367689 0 0 394.866636643972 0 0 40.1222516283329 0 0 40.6873820371015 0 0 5.37310801623459 0 0 80028.7428020776 0 0 0.261018479124974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418426.68573185
"7" 6 8240879.33025351 19086721.0591726 5400035.07413031 133040.459047357 265323.069716817 37957.4343956653 161912.201906994 173475.163927778 18662.4199848488 79747.8009392658 220786.572271717 41538.9348049862 222.271750391845 5134.36781127081 6054.01443394741 3549449.35866472 7099149.64538234 1217869.55624634 7.57743775254913 504.121717518868 1908.85659623806 0 0 449111.748228273 0 0 586.186353467353 0 0 73.1020548759621 0 0 74.1317127958756 0 0 9.77206393974342 0 0 100098.16942093 0 0 0.599573373336641 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418426.68573185
"8" 7 8218870.28186225 19035415.7009419 5304605.12427312 132185.900632559 270433.162669652 37734.1666589087 159368.287564731 174205.651466873 18425.720676852 78494.8282035243 221716.283685111 41012.0879581544 218.878932820724 5163.77361373166 5980.87410963298 3576112.05858637 7143571.40606316 1204758.28277689 8.76421773924458 588.021559618514 2211.12329769563 0 0 537901.689845796 0 0 804.174471177574 0 0 118.198057921166 0 0 119.862902591585 0 0 15.7725092947982 0 0 120291.7482057 0 0 1.1742562568475 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418426.68573185
"9" 8 8196952.51250512 18983881.8284339 5209373.92606556 131382.961850828 274943.890211414 37469.7569748334 157001.421049258 175198.893226746 18202.7484526995 77329.0581287392 222980.409561314 40515.7949431053 215.732269043326 5200.71778650775 5912.01991873141 3602367.3807843 7188215.7955739 1191444.39405308 9.93341270873572 672.465206213163 2509.82850216917 0 0 626513.650934513 0 0 1045.07158269868 0 0 176.011586788705 0 0 178.49074725336 0 0 23.4467983986326 0 0 140612.799700426 0 0 2.05973974448529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418426.68573185
"10" 9 8175117.10940796 18932120.1946348 5114341.97417027 130631.635070992 278949.433057584 37170.7215820302 154798.634785788 176388.334990623 17990.3410348242 76244.1037004625 224494.244533521 40043.0171420281 212.812541929027 5243.11193707578 5846.36704989958 3628243.61819841 7233141.12299918 1177931.97781433 11.0862944665081 757.557847257289 2805.15927570752 0 0 714946.623326323 0 0 1305.71437161944 0 0 246.819060632881 0 0 250.295559357814 0 0 32.8239921955807 0 0 161064.832661922 0 0 3.33295885478381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418426.68573185
